household_id;schema_version;generated_utc;phys_status;phys_status_reason;phys_no_result_reason;phys_no_result_fix;phys_no_result_is_fixable;phys_excess_confirmed;phys_era;phys_rank_fleet;phys_rank_in_era;phys_rank_on;phys_rank_scope;phys_rank_bias_note;phys_rank_value_kwh_yr;phys_rank_value_lo_kwh_yr;phys_rank_excludes_vintage;phys_deficiency_kwh_yr;phys_deficiency_lo_kwh_yr;phys_deficiency_hi_kwh_yr;phys_deficiency_band_kwh_yr;phys_deficiency_pct_of_reference;phys_deficiency_pct_lo;phys_deficiency_pct_hi;phys_group_house_kwh_yr;phys_group_house_lo_kwh_yr;phys_group_house_hi_kwh_yr;phys_group_house_owner;phys_group_heat_pump_kwh_yr;phys_group_heat_pump_lo_kwh_yr;phys_group_heat_pump_hi_kwh_yr;phys_group_heat_pump_owner;phys_heat_pump_point_is_no_claim;phys_term_envelope_kwh_yr;phys_term_emitter_kwh_yr;phys_term_dhw_kwh_yr;phys_term_vintage_kwh_yr;phys_vintage_factor;phys_unit_recommendation;phys_unit_age_years;phys_unit_age_reference_year;phys_unit_service_life_basis;phys_scenario_capacity_lo_kwh_yr;phys_scenario_capacity_mid_kwh_yr;phys_scenario_capacity_hi_kwh_yr;phys_scenario_never_sum_into_total;phys_context_e_as_built_kwh_yr;phys_context_e_reference_kwh_yr;phys_level_is_not_a_prediction;phys_appliances_excluded;phys_completeness_tier;phys_geometry_reconciles;phys_pv_level;phys_n_meter_days;phys_hdd_normal_per_day;phys_weather_basis;visit_status;visit_technician_recoverable_kwh;visit_slope_excess_lo_kwh;visit_slope_excess_hi_kwh;visit_slope_excess_pct;visit_step_kwh_day;visit_rank_in_era;visit_never_sum_with_phys_deficiency;visit_hidden_from_building_pages
468185;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;1976_1990;44.0;11.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";2446.0;1955.0;False;2446.0;1955.0;4221.0;2266.0;112.5;89.9;194.0;2446.0;1765.0;3824.0;builder;0.0;7.0;513.0;installer;True;895.0;224.0;1328.0;0.0;1.0;RECORD_INSTALL_YEAR;;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;0.0;0.0;0.0;True;4621.0;2175.0;True;True;T3;True;no PV;1555.0;3.717;station normal year (record length does not enter);INCONCLUSIVE;312.0;-1475.0;863.0;11.5;6.9;;True;True
674801;physical_baseline_v2;2026-09-17T07:56:10Z;INCOMPLETE_AUDIT;never computed - see phys_no_result_reason for this household's cause;meter record too short or lacks season coverage;"none - needs a longer meter record; a visit does not help";True;;;;;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";;;False;;;;;;;;;;;builder;;;;installer;False;;;;;;;;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;;;;True;;;True;True;;;Unknown;;;station normal year (record length does not enter);NOT_ASSESSABLE;;;;;;;True;True
781007;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;1976_1990;86.0;30.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";967.0;912.0;False;967.0;912.0;1927.0;1014.0;54.3;51.3;108.3;967.0;859.0;1658.0;builder;0.0;6.0;341.0;installer;True;967.0;0.0;0.0;0.0;1.0;RECORD_INSTALL_YEAR;;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;;;;True;2747.0;1780.0;True;True;T2;True;no PV;1552.0;3.717;station normal year (record length does not enter);USES_LESS_THAN_MODELLED;-369.0;-1479.0;-382.0;-17.0;2.66;;True;True
761079;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;1976_1990;46.0;12.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";2076.0;1910.0;False;2076.0;1910.0;3338.0;1428.0;98.2;90.4;158.0;2076.0;1800.0;2903.0;builder;0.0;16.0;552.0;installer;True;1622.0;454.0;0.0;0.0;1.0;RECORD_INSTALL_YEAR;;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;;;;True;4189.0;2113.0;True;True;T2;True;no PV;1377.0;3.717;station normal year (record length does not enter);INCONCLUSIVE;1164.0;-144.0;1287.0;32.2;8.07;;True;True
107998;physical_baseline_v2;2026-09-17T07:56:10Z;INCOMPLETE_AUDIT;never computed - see phys_no_result_reason for this household's cause;meter record too short or lacks season coverage;"none - needs a longer meter record; a visit does not help";True;;;;;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";;;False;;;;;;;;;;;builder;;;;installer;False;;;;;;;;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;;;;True;;;True;True;;;Unknown;;;station normal year (record length does not enter);NOT_ASSESSABLE;;;;;;;True;True
461089;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;1976_1990;72.0;20.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";1184.0;1186.0;False;1184.0;1186.0;2492.0;1306.0;58.4;58.5;123.0;1184.0;1104.0;2169.0;builder;0.0;10.0;437.0;installer;True;1184.0;0.0;0.0;0.0;1.0;RECORD_INSTALL_YEAR;;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;0.0;0.0;0.0;True;3210.0;2026.0;True;True;T2;True;no PV;1426.0;3.717;station normal year (record length does not enter);USES_LESS_THAN_MODELLED;-565.0;-1886.0;-651.0;-21.4;6.2;;True;True
711368;physical_baseline_v2;2026-09-17T07:56:10Z;INCOMPLETE_AUDIT;never computed - see phys_no_result_reason for this household's cause;meter record too short or lacks season coverage;"none - needs a longer meter record; a visit does not help";True;;;;;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";;;False;;;;;;;;;;;builder;;;;installer;False;;;;;;;;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;;;;True;;;True;True;;;Unknown;;;station normal year (record length does not enter);NOT_ASSESSABLE;;;;;;;True;True
114109;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;1976_1990;62.0;14.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";1608.0;1406.0;False;1608.0;1406.0;2532.0;1126.0;107.8;94.3;169.8;1608.0;1359.0;2190.0;builder;0.0;7.0;416.0;installer;True;1253.0;355.0;0.0;0.0;1.0;RECORD_INSTALL_YEAR;;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;0.0;0.0;0.0;True;3099.0;1491.0;True;True;T2;True;no PV;1442.0;3.717;station normal year (record length does not enter);INCONCLUSIVE;608.0;-859.0;1051.0;21.6;17.4;;True;True
107114;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;1976_1990;127.0;53.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";664.0;297.0;False;664.0;297.0;1948.0;1651.0;37.6;16.9;110.4;664.0;212.0;1665.0;builder;0.0;6.0;349.0;installer;True;664.0;0.0;0.0;0.0;1.0;RECORD_INSTALL_YEAR;;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;0.0;0.0;0.0;True;2429.0;1765.0;True;True;T3;True;no PV;1415.0;3.717;station normal year (record length does not enter);INCONCLUSIVE;441.0;-996.0;782.0;23.8;12.12;;True;True
671048;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;2001_2010;61.0;16.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";1647.0;1564.0;False;1647.0;1564.0;2445.0;881.0;58.5;55.6;86.9;1647.0;1424.0;2104.0;builder;0.0;11.0;456.0;installer;True;422.0;0.0;1225.0;0.0;1.0;RECORD_INSTALL_YEAR;;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;;;;True;4461.0;2814.0;True;True;T2;True;Unknown;712.0;3.717;station normal year (record length does not enter);SLOPE_EXCESS;1181.0;102.0;1511.0;46.2;0.31;10.0;True;True
109711;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;1991_2000;67.0;9.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";1498.0;1312.0;False;1498.0;1312.0;2142.0;830.0;87.8;76.9;125.5;1498.0;1219.0;1947.0;builder;0.0;6.0;331.0;installer;True;170.0;0.0;1328.0;0.0;1.0;RECORD_INSTALL_YEAR;;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;;;;True;3206.0;1707.0;True;True;T3;True;PV;712.0;3.723;station normal year (record length does not enter);INCONCLUSIVE;289.0;-540.0;419.0;22.2;9.05;;True;True
7610179;physical_baseline_v2;2026-09-17T07:56:10Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of the fleet by lower bound;;;;True;1991_2000;9.0;2.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";3400.0;3062.0;False;3400.0;3062.0;5009.0;1947.0;69.6;62.7;102.5;3400.0;2834.0;4468.0;builder;0.0;27.0;901.0;installer;True;523.0;427.0;2450.0;0.0;1.0;RECORD_INSTALL_YEAR;;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;;;;True;8287.0;4887.0;True;True;T3;True;Unknown;1135.0;5.349;station normal year (record length does not enter);INCONCLUSIVE;876.0;-907.0;1413.0;19.6;4.73;;True;True
6569121;physical_baseline_v2;2026-09-17T07:56:10Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of the fleet by lower bound;;;;True;2001_2010;38.0;11.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";2304.0;2141.0;False;2304.0;2141.0;3213.0;1072.0;72.0;66.9;100.5;2304.0;2036.0;2912.0;builder;0.0;8.0;476.0;installer;True;467.0;0.0;1837.0;0.0;1.0;RECORD_INSTALL_YEAR;;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;;;;True;5503.0;3198.0;True;True;T2;True;Unknown;719.0;5.349;station normal year (record length does not enter);INCONCLUSIVE;784.0;-353.0;1014.0;29.6;3.0;;True;True
5011111;physical_baseline_v2;2026-09-17T07:56:10Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of the fleet by lower bound;;;;True;pre1975;4.0;3.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";4788.0;4632.0;False;4788.0;4632.0;7902.0;3270.0;90.9;87.9;150.0;4788.0;4617.0;7251.0;builder;0.0;13.0;924.0;installer;True;4356.0;432.0;0.0;0.0;1.0;RECORD_INSTALL_YEAR;;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;;;;True;10056.0;5268.0;True;True;T2;True;Unknown;1150.0;5.349;station normal year (record length does not enter);USES_LESS_THAN_MODELLED;-1320.0;-4505.0;-1529.0;-15.8;12.8;;True;True
5661171;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;2001_2010;116.0;23.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";479.0;379.0;False;479.0;379.0;1523.0;1144.0;15.0;11.9;47.8;479.0;225.0;1040.0;builder;0.0;8.0;589.0;installer;True;479.0;0.0;0.0;0.0;1.0;RECORD_INSTALL_YEAR;;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;26.0;52.0;78.0;True;3670.0;3191.0;True;True;T2;True;Unknown;561.0;3.836;station normal year (record length does not enter);SLOPE_EXCESS;2032.0;473.0;2772.0;80.8;12.91;5.0;True;True
110119;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;2001_2010;63.0;17.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";1498.0;1388.0;False;1498.0;1388.0;2048.0;661.0;76.6;70.9;104.7;1498.0;1336.0;1858.0;builder;0.0;6.0;283.0;installer;True;273.0;0.0;1225.0;0.0;1.0;RECORD_INSTALL_YEAR;;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;33.0;66.0;99.0;True;3454.0;1956.0;True;True;T2;True;Unknown;719.0;3.628;station normal year (record length does not enter);INCONCLUSIVE;410.0;-234.0;545.0;26.5;4.46;;True;True
102766;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;2001_2010;53.0;14.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";1847.0;1735.0;False;1847.0;1735.0;3053.0;1318.0;64.6;60.7;106.8;1847.0;1534.0;2563.0;builder;0.0;16.0;681.0;installer;True;519.0;0.0;1328.0;0.0;1.0;RECORD_INSTALL_YEAR;;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;7.0;14.0;20.0;True;4706.0;2858.0;True;True;T2;True;Unknown;719.0;5.349;station normal year (record length does not enter);SLOPE_EXCESS;5107.0;619.0;9106.0;182.4;4.1;4.0;True;True
105900;physical_baseline_v2;2026-09-17T07:56:10Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of the fleet by lower bound;;;;True;2001_2010;7.0;1.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";3679.0;3463.0;False;3679.0;3463.0;4973.0;1510.0;76.6;72.1;103.6;3679.0;3265.0;4517.0;builder;0.0;20.0;692.0;installer;True;617.0;0.0;3062.0;0.0;1.0;RECORD_INSTALL_YEAR;;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;76.0;153.0;229.0;True;8480.0;4801.0;True;True;T2;True;no PV;537.0;5.349;station normal year (record length does not enter);SLOPE_EXCESS;1435.0;119.0;1623.0;38.6;3.74;9.0;True;True
826780;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;pre1975;104.0;35.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";1180.0;535.0;False;1180.0;535.0;2461.0;1926.0;56.0;25.4;116.8;1180.0;447.0;2194.0;builder;0.0;7.0;321.0;installer;True;899.0;281.0;0.0;0.0;1.0;RECORD_INSTALL_YEAR;;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;;;;True;3286.0;2106.0;True;True;T3;True;PV;842.0;3.717;station normal year (record length does not enter);INCONCLUSIVE;-289.0;-1822.0;519.0;-13.6;6.74;;True;True
698310;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;pre1975;89.0;29.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";1880.0;843.0;False;1880.0;843.0;4087.0;3244.0;51.0;22.9;110.8;1880.0;688.0;3827.0;builder;0.0;8.0;477.0;installer;True;1639.0;241.0;0.0;0.0;1.0;RECORD_INSTALL_YEAR;;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;11.0;22.0;33.0;True;5567.0;3687.0;True;True;T3;True;PV;503.0;3.717;station normal year (record length does not enter);INCONCLUSIVE;60.0;-3107.0;1724.0;1.6;3.01;;True;True
24611;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;pre1975;48.0;18.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";2472.0;1829.0;True;2472.0;1829.0;3513.0;1684.0;127.7;94.5;181.5;2472.0;1829.0;3513.0;builder;0.0;0.0;0.0;installer;False;2032.0;440.0;0.0;0.0;1.0;KEEP_IN_LIFE;6.0;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;3.0;6.0;8.0;True;4407.0;1936.0;True;True;T2;True;Unknown;707.0;3.841;station normal year (record length does not enter);SLOPE_EXCESS;1477.0;478.0;2094.0;36.3;1.85;4.0;True;True
6683113;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;pre1975;43.0;15.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";2398.0;1958.0;False;2398.0;1958.0;3909.0;1951.0;82.4;67.3;134.4;2398.0;1905.0;3609.0;builder;0.0;3.0;442.0;installer;True;1971.0;427.0;0.0;0.0;1.0;RECORD_INSTALL_YEAR;;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;64.0;128.0;192.0;True;5307.0;2909.0;True;True;T3;True;no PV;322.0;3.727;station normal year (record length does not enter);INCONCLUSIVE;-273.0;-2049.0;99.0;-6.9;6.31;;True;True
896968;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;1976_1990;107.0;41.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";1064.0;474.0;False;1064.0;474.0;2531.0;2057.0;40.7;18.1;96.9;1064.0;328.0;2231.0;builder;0.0;13.0;452.0;installer;True;1064.0;0.0;0.0;0.0;1.0;RECORD_INSTALL_YEAR;;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;0.0;0.0;0.0;True;3675.0;2611.0;True;True;T3;True;PV;344.0;3.717;station normal year (record length does not enter);INCONCLUSIVE;446.0;-1993.0;949.0;14.9;2.62;;True;True
9981041;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;2001_2010;139.0;28.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";388.0;230.0;False;388.0;230.0;1363.0;1133.0;14.5;8.6;50.8;388.0;115.0;844.0;builder;0.0;9.0;625.0;installer;True;388.0;0.0;0.0;0.0;1.0;RECORD_INSTALL_YEAR;;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;7.0;14.0;21.0;True;3069.0;2682.0;True;True;T2;True;PV;1168.0;3.628;station normal year (record length does not enter);INCONCLUSIVE;1078.0;-493.0;1242.0;43.3;8.44;;True;True
111710;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;1991_2000;77.0;10.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";1649.0;1054.0;False;1649.0;1054.0;2339.0;1285.0;45.5;29.1;64.5;782.0;376.0;1503.0;builder;867.0;589.0;997.0;installer;False;782.0;0.0;0.0;867.0;0.761;REPLACE_END_OF_LIFE;32.0;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;140.0;280.0;421.0;True;5275.0;3626.0;True;True;T1;True;Unknown;1134.0;5.349;station normal year (record length does not enter);SLOPE_EXCESS;1847.0;527.0;2834.0;41.9;1.56;6.0;True;True
1027273;physical_baseline_v2;2026-09-17T07:56:10Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of the fleet by lower bound;;;;True;2001_2010;14.0;4.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";2985.0;2797.0;False;2985.0;2797.0;4184.0;1387.0;74.5;69.8;104.4;2985.0;2669.0;3728.0;builder;0.0;11.0;613.0;installer;True;536.0;0.0;2450.0;0.0;1.0;RECORD_INSTALL_YEAR;;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;81.0;161.0;242.0;True;6992.0;4007.0;True;True;T2;True;Unknown;682.0;5.349;station normal year (record length does not enter);INCONCLUSIVE;900.0;-222.0;1086.0;28.3;3.1;;True;True
118117;physical_baseline_v2;2026-09-17T07:56:10Z;INCOMPLETE_AUDIT;never computed - see phys_no_result_reason for this household's cause;building data missing: hp_type_unsupported;record the missing building data - an auditor can do this;True;;;;;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";;;False;;;;;;;;;;;builder;;;;installer;False;;;;;;;;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;;;;True;;;True;True;;;Unknown;;;station normal year (record length does not enter);NOT_ASSESSABLE;;;;;;;True;True
6981151;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;pre1975;54.0;21.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";2023.0;1733.0;False;2023.0;1733.0;3800.0;2067.0;72.3;62.0;135.9;2023.0;1619.0;3369.0;builder;0.0;10.0;467.0;installer;True;2023.0;0.0;0.0;0.0;1.0;RECORD_INSTALL_YEAR;;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;189.0;378.0;566.0;True;4820.0;2797.0;True;True;T3;True;no PV;1059.0;3.628;station normal year (record length does not enter);SLOPE_EXCESS;5599.0;2091.0;7439.0;135.3;21.65;1.0;True;True
876511;physical_baseline_v2;2026-09-17T07:56:10Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of the fleet by lower bound;;;;True;1991_2000;2.0;1.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";5961.0;5610.0;False;5961.0;5610.0;8377.0;2767.0;70.0;65.9;98.4;5961.0;5308.0;7432.0;builder;0.0;13.0;1308.0;installer;True;1062.0;0.0;4899.0;0.0;1.0;RECORD_INSTALL_YEAR;;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;268.0;536.0;803.0;True;14476.0;8515.0;True;True;T2;True;Unknown;412.0;5.349;station normal year (record length does not enter);SLOPE_EXCESS;3007.0;521.0;3445.0;43.9;6.86;7.0;True;True
7412010;physical_baseline_v2;2026-09-17T07:56:10Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut;;;;True;2001_2010;105.0;19.0;phys_rank_value_lo_kwh_yr;fleet;"ranked fleet-wide; per m2 the physics under-predicts newer construction eras by 24-53% (P9/P21), so this order tilts toward older houses - filter by phys_era or use phys_rank_in_era";656.0;532.0;False;656.0;532.0;1809.0;1276.0;13.2;10.7;36.4;656.0;427.0;1202.0;builder;0.0;8.0;742.0;installer;True;656.0;0.0;0.0;0.0;1.0;RECORD_INSTALL_YEAR;;2024;measured failures, Weibull fit (ZHAW Hubbuch & Vecsei): air 20 yr SD 7, ground 26.7 yr SD 4.7;30.0;60.0;90.0;True;5623.0;4968.0;True;True;T2;True;Unknown;783.0;5.349;station normal year (record length does not enter);INCONCLUSIVE;-50.0;-1538.0;103.0;-1.3;0.27;;True;True
